"","HEROP_ID","FIPS","SviSmryRnk","SviTh1","SviTh2","SviTh3","SviTh4","EssnWrkP","HghRskP","HltCrP","RetailP","TotWrkE","GiniCoeff","MedInc","PciE","PovP","UnempP","LngTermP","MobileP","RentalP","TotUnits","UnitDens","VacantP","FqhcAvTmDr","FqhcCtTmDr","FqhcTmDrP","TotTracts","OpRxRt","BachelorsP","EduHsP","EduNoHsP","EngProf","GradSclP","SomeCollegeP","CrowdHsng","DivrcdP","FamSize","HHSize","HhldFA","HhldFC","HhldFS","HhldMA","HhldMC","HhldMS","HsdTot","HsdTypCo","HsdTypM","HsdTypMC","MrrdP","NonRelFhhP","NonRelNfhhP","NvMrrdP","OccupantP","SepartedP","TotPopHh","WidwdP","DisbP","FemP","MaleP","MedAge","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr62P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","TotPop","Und18P","AmIndE","AmIndP","AsianE","BlackE","BlackP","HisE","HisP","OtherE","OtherP","PacIsE","PacIsP","TwoRaceE","TwoRaceP","WhiteE","WhiteP","DsmAs","DsmBlk","DsmHsp","IntrAsWht","IntrBlkWht","IntrHspWht","IsoAs","IsoBlk","IsoHsp","TotVetPop","VetP","StateAbbr","StateDesc","CountyName","StateFIPS","CountyFIPS","TotalPopulation","TotalPop18plus","FOODSTAMP_CrudePrev","FOODSTAMP_Crude95ci","FOODSTAMP_AdjPrev","FOODSTAMP_Adj95CI"
"60","050US37051",37051,0.943,0.833,0.8718,0.9141,0.9558,48.9,16.1,15.9,12.9,125217,0.4467,37313,31206,17.2,7.7,13.8,8.2,111.1,143184,219.4,10.5,7.88,81,100,81,56.8,17.4,26.5,7.4,0.012,9.8,27.4,0.03,9,3.18,2.49,17.4,8.5,6.9,14.9,1.5,3.3,128118,5.5,41,16.3,45,6.9,3.1,40.8,89.5,2.7,319246,2.6,16.9,50.3,49.7,31.8,260810,77.4,252133,74.9,219308,70.2,15.5,42744,12.7,98.6,97.1,73.8,336749,25.1,4106,1.2,8900,125737,37.3,41644,12.4,14380,4.3,1235,0.4,34513,10.2,147878,43.9,0.35,0.35,0.28,0.42,0.34,0.38,0.05,0.43,0.15,218596,18.1,"NC","North Carolina","Cumberland",37,51,"337,890","252,626",17,"(14.1, 20.2)",17.5,"(14.6, 20.9)"
"61","050US37085",37085,0.7372,0.7432,0.8107,0.7836,0.4302,48.8,24.6,11.6,12.5,55181,0.4299,41327,31382,14.5,5,14.7,18.5,85.9,54051,90.9,10,7.9,28,100,28,51.6,15.9,29,11.3,0.02,8.1,22.3,0.02,10.8,3.34,2.74,12.8,6.3,6.5,13,0.9,3.9,48639,6.1,51.9,23.8,51.8,6.1,2.6,32.2,90,1.6,133313,3.6,15.5,50.4,49.6,35.4,104990,76.9,101512,74.4,87876,70.3,16.8,18300,13.4,98.4,96.3,77.6,136503,25.6,1641,1.2,1616,28377,20.8,19970,14.6,8016,5.9,306,0.2,10612,7.8,85935,63,0.46,0.27,0.23,0.58,0.54,0.57,0.02,0.25,0.17,96826,11.3,"NC","North Carolina","Harnett",37,85,"141,477","105,764",14.2,"(11.6, 17.2)",14.3,"(11.6, 17.2)"
"62","050US37075",37075,0.6933,0.7684,0.7792,0.42,0.4591,61.2,24.4,16.9,12,3365,0.4288,36090,28875,8.7,6.4,24,26.2,29.9,5244,18,36.8,18.11,2,66.67,3,13.6,11.3,36.7,15.3,0.008,5.5,21.3,0.01,15.5,3.07,2.38,15.9,2.7,9.1,18.3,1.8,7.5,3312,4.3,51.3,12.4,50.3,5.4,2.1,30.2,63.2,1.4,7870,2.5,18.8,49.8,50.2,45.5,6785,84.4,6562,81.6,5678,77,28.2,1996,24.8,100.8,98.4,90.3,8041,18.4,719,8.9,90,56,0.7,236,2.9,163,2,0,0,159,2,6854,85.2,0.67,0.64,0.43,0.94,0.72,0.77,0.04,0.02,0.05,6562,7.8,"NC","North Carolina","Graham",37,75,"8,052","6,517",10.1,"( 8.0, 12.7)",11.3,"( 8.8, 14.2)"
"63","050US37091",37091,0.9427,0.9656,0.735,0.9513,0.8279,59.7,25.6,16.3,10.8,8336,0.4818,34187,27562,21.4,5.2,26.5,21.4,73.2,9831,27.8,15.3,11.56,8,100,8,51.8,10.4,34.8,15.3,0.012,6.4,22.3,0.01,9.9,2.86,2.24,19.9,6.8,12.3,14.7,0.6,4.8,8329,5.2,40.1,11.2,43.6,8.5,1.5,41.7,84.7,1.5,18620,3.3,20,51,49,42.3,17073,83.3,16614,81.1,14289,75.4,25.1,4366,21.3,96.2,94,72.7,20492,18.9,401,2,212,11636,56.8,1328,6.5,395,1.9,22,0.1,620,3,7206,35.2,0.57,0.17,0.45,0.25,0.32,0.25,0.02,0.57,0.13,16552,8.4,"NC","North Carolina","Hertford",37,91,"19,453","15,694",25.3,"(21.0, 30.0)",27.3,"(22.4, 32.0)"
"64","050US37153",37153,0.986,0.9761,0.882,0.825,0.9739,57.3,27.9,15.7,9.8,17624,0.4667,34453,24752,25.2,9.6,27,19.2,76.5,19840,41.9,15,7.97,11,100,11,82.6,10.3,30.6,15.8,0.014,5.9,25.2,0.03,13.2,3.12,2.47,16.8,9.6,9.8,14.3,0.7,5,16863,5.4,37.9,12.8,42.1,9.5,2.8,37.9,85,2.8,41660,3.9,16.7,51.5,48.5,40.3,34049,79.5,32707,76.4,28564,73.1,22.5,7646,17.9,94.3,94.2,77.9,42818,23.6,899,2.1,344,13599,31.8,3222,7.5,2039,4.8,0,0,1577,3.7,24360,56.9,0.72,0.29,0.34,0.56,0.51,0.56,0.03,0.38,0.11,32587,5.9,"NC","North Carolina","Richmond",37,153,"42,324","32,370",23.3,"(19.7, 27.2)",24.4,"(20.7, 28.7)"
"65","050US37125",37125,0.3306,0.2778,0.6074,0.5867,0.2157,46.6,19.3,15.6,10,41485,0.4514,43844,44318,10,4.6,17.4,11,49.3,49419,70.8,13.4,26.68,20,68.97,29,121.8,24.4,20,7.3,0.021,16.5,19.9,0.01,8.5,2.93,2.37,16,3.1,9.4,13.5,1,4.9,42814,4.2,53.7,17.8,58.4,4.7,2.4,27.5,86.6,2.1,101648,3.4,14,51.1,48.9,42.8,82911,80.6,80465,78.2,71825,75.4,28.5,24731,24,95.7,92.2,81.4,102840,21.8,497,0.5,1318,9898,9.6,7799,7.6,3544,3.4,151,0.1,7223,7,80209,78,0.48,0.41,0.36,0.74,0.69,0.7,0.03,0.16,0.16,76500,12.3,"NC","North Carolina","Moore",37,125,"106,898","83,707",8,"( 6.1, 10.3)",8.6,"( 6.5, 11.1)"
"66","050US37131",37131,0.8906,0.9548,0.5157,0.9233,0.7786,53,30.8,12.8,13.9,6849,0.4966,37402,31883,20,6.5,29,27.9,58.3,10620,19.8,28.5,11.21,10,100,10,15.2,11.6,33.8,15.5,0.004,7.5,20.4,0.02,11.9,2.83,2.18,21.3,5.1,13.5,16,0.8,7.9,7597,5.4,38.8,8.9,45.8,9.2,0.8,34.9,71.5,2.8,16596,4.6,20.8,51.6,48.4,51.6,14478,84.1,14127,82.1,12618,79.5,33.4,4909,28.5,94,90.1,80.3,17212,17.9,41,0.2,21,9451,54.9,398,2.3,129,0.7,0,0,743,4.3,6827,39.7,0.82,0.3,0.45,0.32,0.33,0.37,0.01,0.61,0.05,14127,6.8,"NC","North Carolina","Northampton",37,131,"16,715","13,758",22.4,"(18.4, 26.4)",24.9,"(20.6, 29.4)"
"67","050US37095",37095,0.874,0.9949,0.8966,0.8101,0.1989,38.6,26.6,7.9,3.2,1633,0.3937,30997,22370,22.4,3,25.9,17,52.2,3168,5.2,33.2,22.99,1,50,2,2,10.1,40.4,13.2,0.012,3.6,19.4,0.01,16.4,2.35,1.87,21.1,5,12.7,16.5,1.6,7.5,2115,4.5,41.2,9.7,39.7,2,0.1,36.2,66.8,3.3,3960,4.4,18.9,45.4,54.6,48.5,4085,88.3,3780,81.7,3407,81.1,31.6,1054,22.8,120,117.6,86.5,4625,18.3,53,1.1,0,1154,25,358,7.7,27,0.6,0,0,583,12.6,2808,60.7,0,0,0.46,0,0.61,0.56,0,0.25,0.13,3780,6.3,"NC","North Carolina","Hyde",37,95,"4,607","3,922",19.9,"(16.6, 23.3)",20.8,"(17.4, 24.7)"
"68","050US37037",37037,0.2949,0.2997,0.469,0.6516,0.167,41.8,22.2,14.5,9.6,36335,0.495,50384,56724,10.5,3,15.2,13,47,35013,51.4,7.9,10.91,19,100,19,14.7,25.2,18,9.6,0.035,22.8,15.4,0.02,7.4,2.84,2.41,15.5,3.6,10.5,9.3,0.4,4.6,32253,6.2,58.2,19,63.3,5.6,1.9,25.4,92.1,1.3,77604,2.6,11.8,51.6,48.4,47.6,64847,82.8,62905,80.3,55324,77.6,29.9,19531,24.9,93.8,91.9,81.3,78319,19.7,99,0.1,1592,8238,10.5,10520,13.4,5821,7.4,0,0,5761,7.4,56808,72.5,0.47,0.44,0.57,0.78,0.59,0.47,0.05,0.16,0.33,62826,7,"NC","North Carolina","Chatham",37,37,"81,624","66,141",8.4,"( 6.4, 10.8)",9.3,"( 7.1, 11.9)"
"69","050US37159",37159,0.8435,0.7725,0.742,0.6599,0.8832,53.9,26.6,14.9,11.4,67516,0.4511,42118,32675,15.8,5.9,21.2,16,67.6,64263,125.6,10.1,7.18,31,100,31,48.4,14.9,32.3,11.9,0.028,6.6,22.7,0.03,9.5,3.04,2.5,14.5,5.9,8.9,12.3,1,4.2,57762,7.1,48.5,16.2,51.3,7.4,2.3,33.1,89.9,2.4,144325,3.6,15,50.4,49.6,40.5,119075,80.2,115387,77.7,99734,74,21.5,26006,17.5,98.6,96.6,82.4,148487,22.3,782,0.5,1458,23278,15.7,16784,11.3,6862,4.6,120,0.1,10077,6.8,105910,71.3,0.48,0.48,0.36,0.65,0.53,0.61,0.03,0.3,0.17,115306,7.6,"NC","North Carolina","Rowan",37,159,"151,661","118,284",14.1,"(11.4, 17.0)",14.8,"(12.1, 18.0)"
"70","050US37009",37009,0.4518,0.5632,0.6382,0.2164,0.2695,52.8,28.5,14.8,12.5,11196,0.4491,35053,31486,14.1,5.4,26.6,16.7,49.2,17111,40.1,29.9,14.43,9,100,9,45.7,14.4,30.9,12.5,0.01,8,22.1,0.01,9.1,2.67,2.2,17.6,4.3,11.2,11.5,1,4.7,11999,4.5,53.4,12.8,62.1,4.6,1.1,24.2,70.1,1.1,26409,3.5,19.2,50.7,49.3,49.8,22974,85.6,22279,83,19885,80.7,32.3,7236,27,97.3,96.2,84.8,26831,17,115,0.4,100,289,1.1,1569,5.8,175,0.7,0,0,937,3.5,25215,94,0.63,0.64,0.27,0.92,0.89,0.89,0.02,0.04,0.08,22266,6.5,"NC","North Carolina","Ashe",37,9,"27,063","22,627",11,"( 8.3, 14.1)",12.2,"( 9.0, 15.7)"
"71","050US37057",37057,0.553,0.6249,0.6812,0.5558,0.2752,51.9,27.3,13.1,12.3,78244,0.4358,41075,32759,13.8,4,23.9,13.3,64.8,75615,136.7,9.4,9.63,42,100,42,21.4,14.6,32.5,12.3,0.017,6.2,23.9,0.02,11.6,2.98,2.47,14.4,4.7,8.8,12.1,1.4,4.4,68512,6.2,51.7,18.2,54.7,6.8,1.9,29,90.6,1.6,169349,3.1,15.4,50.8,49.2,42.3,138479,81,133783,78.2,115712,75,22.5,31840,18.6,96.7,94.7,82.5,171063,21.8,320,0.2,2608,15898,9.3,14633,8.6,4154,2.4,25,0,12778,7.5,135280,79.1,0.58,0.51,0.49,0.64,0.61,0.62,0.05,0.19,0.16,133608,7.4,"NC","North Carolina","Davidson",37,57,"174,804","137,346",12.8,"(10.3, 15.5)",13.5,"(10.7, 16.5)"
"72","050US37043",37043,0.4232,0.678,0.133,0.2234,0.4155,46.5,19.1,12.2,16.4,4147,0.4688,41565,35326,13.5,4.2,24.7,12,35.5,7410,34.5,32,24.59,3,75,4,36.1,21.3,24.9,10,0.002,10.2,20.3,0.02,13.9,2.89,2.24,17.7,1.6,12.1,16.9,1,9.2,5041,4.6,51.5,11.6,56.3,3.4,3.6,24,68,3,11299,2.8,17.3,51.4,48.6,54.5,9863,86.6,9543,83.8,8444,80.2,40.6,3679,32.3,94.6,91.4,88.6,11391,16.2,103,0.9,88,204,1.8,449,3.9,169,1.5,0,0,221,1.9,10606,93.1,0.52,0.13,0.26,0.86,0.91,0.88,0.02,0.02,0.05,9543,9,"NC","North Carolina","Clay",37,43,"11,864","10,069",9.1,"( 6.7, 11.8)",10.5,"( 7.8, 13.9)"
"73","050US37137",37137,0.5616,0.5972,0.5603,0.6211,0.4146,54.4,30,13.4,11.3,4519,0.453,40543,35042,12.4,4.5,27.8,24.5,35.3,7239,21.5,27.8,16.79,6,100,6,3.5,13.9,31.3,10,0.005,11.5,23.2,0,15.2,2.73,2.19,17.4,1.7,11.9,14.6,0.5,7.5,5228,6.7,49,10.7,49,7.2,1.3,29.4,72.2,1.6,11425,4.7,19.6,48.4,51.6,54.1,10826,87.9,10563,85.8,9231,81.9,36.9,3775,30.7,106.5,105.7,88.8,12315,14.2,20,0.2,74,2286,18.6,567,4.6,125,1,2,0,624,5.1,9184,74.6,0.41,0.52,0.24,0.87,0.6,0.73,0.01,0.33,0.06,10555,12.3,"NC","North Carolina","Pamlico",37,137,"12,423","10,683",11.2,"( 9.0, 14.0)",12.8,"(10.2, 15.9)"
"74","050US37097",37097,0.3773,0.3487,0.4041,0.615,0.3398,44.1,25.1,13.2,14,96100,0.4615,45329,43261,9.1,4.4,16.3,12.3,66.3,81785,142.4,9.6,13.31,46,100,46,64,22.7,27.1,8.8,0.02,10.7,20.6,0.02,8,3.06,2.57,13.1,4.2,6.5,10.8,1.4,3.2,73913,5.8,55.1,21,56.6,6.3,1.9,30.5,90.4,2,190221,2.9,11.7,50.5,49.5,40.9,153795,80.2,148652,77.5,127602,73.9,20.4,31545,16.4,98.2,96.2,83.4,191800,22.5,430,0.2,4888,22203,11.6,17001,8.9,7662,4,11,0,11741,6.1,144865,75.5,0.47,0.41,0.33,0.74,0.61,0.65,0.07,0.21,0.14,148598,6.5,"NC","North Carolina","Iredell",37,97,"199,710","155,704",9.1,"( 7.0, 11.6)",9.4,"( 7.4, 12.0)"
"75","050US37001",37001,0.7136,0.6643,0.5266,0.7668,0.7076,48.4,22.4,16,12.9,83828,0.4345,41814,33281,14.1,4.9,16.8,12,75.7,75456,178.2,9.3,9.86,37,100,37,29.2,18.8,28.7,11.4,0.034,8.9,20.8,0.02,9.2,3.09,2.47,18.3,5.9,8.9,12.5,0.7,3.7,68441,6.3,46.6,18.1,51.3,6,2.3,34.7,90.7,1.8,168918,2.9,12.4,52.1,47.9,38.7,139764,80.2,135505,77.7,114845,72.5,20.3,29514,16.9,92,88.7,75.7,174286,22.3,831,0.5,2905,34710,19.9,25716,14.8,14649,8.4,51,0,11673,6.7,109467,62.8,0.51,0.44,0.47,0.6,0.46,0.44,0.05,0.29,0.25,135411,6.9,"NC","North Carolina","Alamance",37,1,"179,165","139,859",13.3,"(10.8, 16.0)",14,"(11.3, 16.9)"
"76","050US37169",37169,0.4324,0.5584,0.4893,0.2959,0.2816,54.3,26.2,14.1,11,20076,0.4212,41789,32721,12,4.6,27,24.3,51,21353,47.5,9.3,36.89,1,7.69,13,22.5,12.3,38.1,10.1,0.002,6.2,22.1,0.03,11.1,2.88,2.29,15.1,4.9,9.7,16.8,0.4,5.5,19374,6.6,49.3,14.9,54.4,6,1.6,27.7,90.7,2.7,44338,4.1,19.4,50.9,49.1,47.6,37747,84.1,36522,81.4,31983,79,26.9,10099,22.5,96.5,94.9,81.8,44889,18.6,88,0.2,16,1543,3.4,1621,3.6,507,1.1,0,0,1743,3.9,40992,91.3,0.8,0.47,0.43,0.95,0.8,0.82,0,0.09,0.07,36496,7.7,"NC","North Carolina","Stokes",37,169,"45,532","37,073",11.2,"( 8.8, 13.9)",12.1,"( 9.5, 15.3)"
"77","050US37197",37197,0.6233,0.7206,0.5113,0.4741,0.5202,54.6,32.3,14.5,9.1,16949,0.4651,39387,33789,13.6,5.4,30,20.8,55.5,17165,51.3,13.2,16.85,9,100,9,23.9,11.9,36,13.5,0.014,3.9,23.2,0.02,8.2,3.07,2.49,16.6,3.5,10.4,13.1,1.1,5.1,14893,4.6,53.1,19.3,55.7,5.8,1.7,29.6,86.8,2.9,37032,3.5,15.8,50,50,44.3,30560,81.7,29665,79.3,25746,76.2,24.9,7756,20.7,99.9,96.5,80,37419,20.7,203,0.5,29,1095,2.9,4510,12.1,1620,4.3,0,0,2218,5.9,32254,86.2,0.67,0.43,0.28,0.83,0.8,0.79,0,0.06,0.15,29602,6.9,"NC","North Carolina","Yadkin",37,197,"37,774","30,051",12.5,"(10.0, 15.7)",13.5,"(10.7, 17.0)"
"78","050US37049",37049,0.8126,0.6373,0.8081,0.7261,0.8597,50.8,18.2,17.4,12.7,40498,0.4627,39024,36745,13.9,4.5,15.4,13.2,70.4,47404,67.1,12.5,12,26,100,26,73,15.6,26.6,8.2,0.011,10.4,26.7,0.02,10.8,2.87,2.32,17.5,5.3,9,12.3,1.8,4.7,41472,5.2,49.1,15.4,53.3,4.8,2,31.5,87.5,1.3,96226,3.2,15.9,50.2,49.8,39.2,81387,80.5,79176,78.3,69681,74.5,24.7,20675,20.5,99.3,98.2,82.2,101074,21.7,348,0.3,2772,20493,20.3,7523,7.4,2294,2.3,180,0.2,6892,6.8,68095,67.4,0.56,0.36,0.37,0.52,0.55,0.59,0.1,0.29,0.13,73641,14.8,"NC","North Carolina","Craven",37,49,"102,391","80,675",12,"( 9.6, 14.5)",12.9,"(10.2, 15.6)"
"79","050US37073",37073,0.4053,0.5765,0.5199,0.7464,0.0633,51.1,27.8,13.3,12.7,4386,0.4032,47077,31342,11.8,9,25.9,36.5,44.7,4809,14.1,12.3,6.48,3,100,3,0.6,5.7,40.6,10.4,0.009,5.1,29.1,0.01,10.2,3.07,2.46,16.8,2.4,12.9,16.9,0,6.8,4219,4.7,51.3,13.7,53.7,8.6,4.8,29.4,87.7,1.6,10370,5.1,17.2,52.3,47.7,47.7,8593,82.3,8402,80.5,7232,77.2,28.3,2296,22,91.2,96,84.7,10437,19.5,47,0.5,0,3254,31.2,219,2.1,68,0.7,0,0,444,4.3,6624,63.5,0,0.15,0.37,0,0.62,0.58,0,0.32,0.03,8393,11.5,"NC","North Carolina","Gates",37,73,"10,343","8,363",15.6,"(12.9, 18.4)",16.6,"(13.7, 19.5)"
"80","050US37005",37005,0.7168,0.8613,0.4998,0.3977,0.5807,52.8,30,14.6,11,4263,0.5083,32908,33059,17.4,5.4,24.9,15.9,49.8,7752,33,34.9,15.42,3,100,3,36.9,14.8,29.7,16.8,0.015,8,21.9,0.03,15.8,2.66,2.15,16.5,2.6,10.1,12.9,0.4,6.5,5049,2.5,55,12.9,63.1,4.3,2.3,15.8,65.1,1.8,10860,3.6,17.4,50.6,49.4,51.4,9423,85.1,9237,83.4,8263,81.3,34.8,3292,29.7,97.6,96.2,84.7,11075,16.6,21,0.2,85,164,1.5,1269,11.5,25,0.2,0,0,665,6,10115,91.3,0.66,0.2,0.08,0.81,0.83,0.84,0.02,0.02,0.12,9237,8.2,"NC","North Carolina","Alleghany",37,5,"11,342","9,426",14.3,"(11.0, 18.0)",16,"(12.4, 20.2)"
"81","050US37077",37077,0.6612,0.6745,0.5778,0.8164,0.4811,47.9,23,17.7,9.6,26768,0.4365,45957,33166,14.1,4.4,23,17.9,55.6,24582,46.2,9.8,18.18,14,93.33,15,30,16.9,30.7,13.3,0.02,7.1,21.2,0.01,11.1,3.06,2.56,14.1,5.9,8.2,11.1,1.3,3.3,22176,6.6,50.1,15.8,47.9,7.2,2.1,35.4,90.2,2.8,56776,2.8,16.2,48.6,51.4,42.5,50452,82.1,48792,79.4,42535,76.6,21.2,10614,17.3,105.7,105.9,84.2,61439,20.6,227,0.4,364,18098,29.5,6545,10.7,3664,6,210,0.3,3811,6.2,35065,57.1,0.51,0.29,0.4,0.58,0.5,0.5,0.02,0.35,0.17,48700,7,"NC","North Carolina","Granville",37,77,"62,192","49,581",14.8,"(12.0, 17.9)",15.4,"(12.4, 18.7)"
"82","050US37191",37191,0.9564,0.8788,0.8991,0.8616,0.9545,53.7,23.5,13.7,13.6,49904,0.4487,37803,31216,16.9,5.4,19,23.6,90.1,53134,95.9,11.8,6.66,30,100,30,35.1,14.7,30.4,13.6,0.032,6.6,22.7,0.03,9,3.02,2.44,15.4,7.3,8.7,13.4,1.1,4.1,46888,7.1,44.5,15.5,48.6,6.7,1.8,37.5,88.2,1.7,114638,3.2,15.8,50.3,49.7,37.4,92966,79,89701,76.3,78043,72.4,20.8,19691,16.7,98.8,97.4,76.8,117606,23.7,180,0.2,1367,35979,30.6,15495,13.2,3093,2.6,101,0.1,12203,10.4,64683,55,0.42,0.42,0.42,0.52,0.39,0.46,0.03,0.45,0.25,86015,12,"NC","North Carolina","Wayne",37,191,"118,686","90,368",18,"(14.9, 21.3)",18.8,"(15.6, 22.2)"
"83","050US37157",37157,0.8514,0.875,0.825,0.6516,0.6997,57,29.9,13.9,9.3,40455,0.4531,41051,31380,16.8,6.3,27.7,17.3,57,43685,77.2,10.7,16.65,21,95.45,22,44.1,10.9,34.6,15.6,0.012,5.2,23,0.02,11.3,2.83,2.31,17.7,4.3,9.4,13.1,1.4,4.7,39018,5.9,46.6,15.1,51.8,6.1,3,30.2,89.3,1.9,90295,4.9,17.8,51.1,48.9,44.7,75368,82.3,72853,79.5,63921,76.7,25.1,19008,20.8,95.7,92.7,81.6,91585,20.5,669,0.7,185,16112,17.6,6308,6.9,2388,2.6,138,0.2,5568,6.1,66525,72.6,0.75,0.32,0.25,0.64,0.64,0.69,0.01,0.24,0.1,72821,7.1,"NC","North Carolina","Rockingham",37,157,"92,518","73,816",15.6,"(12.7, 18.5)",16.6,"(13.5, 19.8)"
"84","050US37045",37045,0.8524,0.8699,0.7044,0.6481,0.8085,54.4,28,13.3,14.6,44401,0.4634,38346,29849,17.2,5.7,25.4,18.2,74.7,43999,94.8,15.4,12.02,24,100,24,93.7,13.5,33.8,12.6,0.007,7.6,19.3,0.03,9.8,3.22,2.64,16.1,5.1,8.8,12.2,2.1,4.4,37218,5.7,47.3,14,50.9,9.4,2.8,33.6,84.6,2.2,98361,3.5,17,51.8,48.2,41.2,80339,80.2,77804,77.7,66801,73.5,23,18774,18.7,93.1,90.9,79.1,100170,22.3,251,0.3,1023,18406,18.4,4426,4.4,2076,2.1,67,0.1,5693,5.7,72654,72.5,0.54,0.31,0.35,0.73,0.62,0.68,0.03,0.26,0.07,77708,7.4,"NC","North Carolina","Cleveland",37,45,"101,378","78,793",15.3,"(12.6, 18.6)",16.2,"(13.2, 19.7)"
"85","050US37003",37003,0.4559,0.4922,0.2924,0.4018,0.5466,58.3,33.7,11.2,10.7,16120,0.4371,41505,32565,12.1,5.2,29.7,24.8,50.5,16126,62,13.8,11.85,7,100,7,9.7,10.4,39.5,14.4,0.006,5,21,0.02,11.3,3,2.51,14.4,2.9,9.6,11.4,2.3,6,13895,7,54.2,18.9,52.6,4.3,2.1,31.1,86.2,1.2,34920,3.9,18.2,48.5,51.5,43.8,30430,83.5,29301,80.4,25607,77.2,24.7,7500,20.6,106,107.1,87,36440,19.6,331,0.9,392,1468,4,1950,5.4,809,2.2,0,0,1636,4.5,31804,87.3,0.62,0.52,0.19,0.89,0.81,0.84,0.04,0.09,0.06,29285,7.1,"NC","North Carolina","Alexander",37,3,"36,473","29,341",12,"( 9.5, 14.8)",12.8,"(10.0, 15.8)"
"86","050US37011",37011,0.7191,0.6624,0.4986,0.3675,0.909,47.5,25.5,11.2,13.2,6776,0.4854,37164,33899,11,4.8,31.4,11.8,44.7,14051,56.8,53.3,13.47,5,100,5,31.6,13.7,32,13.6,0.009,8.2,23.8,0.03,15.4,2.84,2.27,16.7,3,10.6,14,1,4.1,6559,3.4,53.7,15.4,45.7,5.8,1.6,35,46.7,0.8,14874,3.1,18.1,45.4,54.6,46.5,15412,87.4,15073,85.4,12897,80.2,28.4,4059,23,120.2,123.3,92.4,17643,14.6,42,0.2,78,742,4.2,1005,5.7,509,2.9,21,0.1,659,3.7,15592,88.4,0.4,0.58,0.33,0.84,0.77,0.83,0.01,0.11,0.08,15073,7.2,"NC","North Carolina","Avery",37,11,"17,561","15,011",11.3,"( 8.8, 14.2)",12.3,"( 9.4, 15.4)"
"87","050US37063",37063,0.686,0.5873,0.238,0.9065,0.8661,37.8,14.2,17.4,7.9,173822,0.4636,51970,46931,12,4.2,11.4,1.3,95.1,149150,520.6,7.1,5.1,68,100,68,57.3,27.6,16.3,9.3,0.054,25.9,14,0.03,8.2,3,2.28,20.5,5.3,6.4,14.2,1.3,2.8,138502,7.6,38.8,14.7,45.3,6,3.8,42.7,92.9,2,315592,1.8,9.9,52,48,35.8,269568,81.8,263055,79.9,228680,75.2,17.2,46239,14,92.3,89.7,74.6,329405,20.1,1687,0.5,16950,108885,33.1,50307,15.3,23406,7.1,164,0,28332,8.6,149981,45.5,0.35,0.41,0.5,0.47,0.33,0.3,0.1,0.41,0.25,262488,5.3,"NC","North Carolina","Durham",37,63,"336,892","271,458",11,"( 8.5, 13.9)",11.2,"( 8.6, 13.9)"
"88","050US37135",37135,0.3945,0.2857,0.0474,0.686,0.8454,35.7,12,15.7,8,73272,0.5126,48789,51856,12.4,3.6,14.6,6.1,72.6,62127,156.3,9.1,7.99,42,100,42,78,27.5,12.6,6.8,0.028,34.3,11.8,0.02,6.6,3,2.4,17,3.7,7,12.5,0.7,3.8,56456,5.5,48.9,19.9,48.9,3.5,6.3,41.1,90.9,1.4,135700,2,8.6,52.2,47.8,36.2,122761,83.3,118781,80.6,95130,70.9,19.2,23101,15.7,91.7,88.9,81.6,147292,19.4,677,0.5,11605,15595,10.6,15540,10.6,5557,3.8,39,0,10022,6.8,103797,70.5,0.39,0.27,0.32,0.61,0.62,0.63,0.14,0.15,0.16,118733,4.9,"NC","North Carolina","Orange",37,135,"150,626","122,940",6.9,"( 5.1,  8.8)",7.5,"( 5.6,  9.6)"
"89","050US37081",37081,0.7865,0.6962,0.5469,0.8797,0.84,45.1,18.8,14.8,11.5,265982,0.4793,41519,37845,15.2,4.7,15.6,3,89.5,235833,365.1,8.5,11.02,112,88.89,126,55.1,23.7,22.6,9.7,0.029,14.4,20.4,0.03,8.3,3.05,2.41,18.8,7,7.9,13,1.4,3.5,215807,6.5,41.7,16.2,46.6,6.1,3,40.1,91.5,2,519416,3,12,52.5,47.5,37.4,436025,80.3,422662,77.8,353974,71.7,19.2,84833,15.6,90.4,86.9,76.4,542987,22.2,1937,0.4,28082,184691,34,53188,9.8,21969,4,66,0,39491,7.3,266751,49.1,0.47,0.51,0.45,0.45,0.31,0.37,0.12,0.48,0.15,421823,6,"NC","North Carolina","Guilford",37,81,"549,866","430,053",13.9,"(11.1, 17.2)",14.6,"(11.7, 18.1)"
"90","050US37151",37151,0.6475,0.6736,0.7681,0.5679,0.4108,53.1,33.5,11.4,11.8,67722,0.415,38476,29706,14.8,3.7,23.5,20,68.8,62544,79.9,8.9,10,34,100,34,25.1,12.6,35,16.1,0.03,5,20.8,0.03,11.7,3.08,2.52,15.9,4.4,8.8,12.4,0.9,4.3,56970,7.7,49.8,17.1,52.4,6.6,1.7,30.5,91.1,2.1,143753,3.2,15.9,50.3,49.7,41.4,116735,80.3,112758,77.6,96248,73.7,22.3,26369,18.1,99,96.8,82.5,145322,22.4,415,0.3,1610,8907,6.1,19722,13.6,9133,6.3,8,0,8704,6,116545,80.2,0.64,0.5,0.37,0.75,0.63,0.67,0.05,0.12,0.21,112699,6.7,"NC","North Carolina","Randolph",37,151,"147,458","114,881",13.9,"(11.1, 17.2)",14.6,"(11.6, 18.3)"
